Timestamp,Type,Token Name,Mint Address,SOL Amount,Buy Price (SOL),Sell Price (SOL),Profit/Loss (SOL),% Gain/Loss
2025-03-03T00:31:55.659Z,BUY,Blue Monkey Gold Balls,J5zy1u6dzatSPnzE8Q9usrabW5n9o9XHE1McczVvpump,0.050000,0.0000000281,0.0000000000,0.0000000000,0.00%
2025-03-03T00:31:57.126Z,BUY,moonpepe,7vAL7LYKdTKrdrjxMJH9xopDjG35qWboJZqyjRzHpump,0.050000,0.0000000280,0.0000000000,0.0000000000,0.00%
2025-03-03T00:31:59.315Z,SELL,France Bitcoin Reserve,undefined,0.050000,0.0000000281,0.0000000283,0.0000000000,0.53%
2025-03-03T00:32:00.790Z,BUY,frig,NPeEykMLjrtDSrjXBurJaH66f4n8SwooWxmcMUzpump,0.050000,0.0000000286,0.0000000000,0.0000000000,0.00%
2025-03-03T00:32:05.181Z,SELL,Belphagor,undefined,0.050000,0.0000000281,0.0000000297,0.0000000001,5.77%
2025-03-03T00:32:09.200Z,BUY,Crazo Framework,6bfEWMcfghqzgQzneMNxY4S5pLqBHGYmgf78S7PXpump,0.050000,0.0000000299,0.0000000000,0.0000000000,0.00%
2025-03-03T00:32:12.532Z,SELL,North korean cryptocurrency,undefined,0.050000,0.0000000299,0.0000000282,-0.0000000001,-5.51%
2025-03-03T00:32:18.683Z,BUY,GGTrump,8HEryrtaDt3GdZexzbWR2XUwhyDVmcHp49ZYmLWCpump,0.050000,0.0000000281,0.0000000000,0.0000000000,0.00%
2025-03-03T00:32:19.753Z,BUY,Trump vs Zelinsky,EXLim9HeDrRuqKvAVasHBCt7hyeZqhqrF72KRScvpump,0.050000,0.0000000283,0.0000000000,0.0000000000,0.00%
2025-03-03T00:32:24.913Z,BUY,Morals & Principles,GbNqiCMc5warSb54LcEHA2mjPeedG9XiCPL8BwDypump,0.050000,0.0000000280,0.0000000000,0.0000000000,0.00%
2025-03-03T00:32:25.662Z,SELL,Blue Monkey Gold Balls,undefined,0.050000,0.0000000281,0.0000000296,0.0000000001,5.36%
2025-03-03T00:32:27.128Z,SELL,moonpepe,undefined,0.050000,0.0000000280,0.0000000280,0.0000000000,0.28%
2025-03-03T00:32:30.792Z,SELL,frig,undefined,0.050000,0.0000000286,0.0000000287,0.0000000000,0.28%
2025-03-03T00:32:38.728Z,BUY,Offical Geeked Doge,5LiY3VMXVVMWRuLmBitgMSSYPgs618kxWP8SRFVBpump,0.050000,0.0000000280,0.0000000000,0.0000000000,0.00%
2025-03-03T00:32:39.202Z,SELL,Crazo Framework,undefined,0.050000,0.0000000299,0.0000000284,-0.0000000001,-4.74%
2025-03-03T00:32:39.922Z,BUY,Oscar,91FyvbPqiVZQLJjGLFkSd6YHdR4wUnwG8AsReqC8pump,0.050000,0.0000000298,0.0000000000,0.0000000000,0.00%
2025-03-03T00:32:48.464Z,BUY,Retarded Nigga Coin,GNA8vDJVXjJSroLEXgnge6P1WBvUgonbYHaVWeWUpump,0.050000,0.0000000299,0.0000000000,0.0000000000,0.00%
2025-03-03T00:32:48.686Z,SELL,GGTrump,undefined,0.050000,0.0000000281,0.0000000287,0.0000000000,1.95%
2025-03-03T00:32:49.755Z,SELL,Trump vs Zelinsky,undefined,0.050000,0.0000000283,0.0000000301,0.0000000001,6.27%
2025-03-03T00:32:53.837Z,BUY,Baby the Deer,FktKp9PmSiZYW3178RCC9NJxaXqtLaQaKgFTYfLEpUmP,0.050000,0.0000000298,0.0000000000,0.0000000000,0.00%
2025-03-03T00:32:54.915Z,SELL,Morals & Principles,undefined,0.050000,0.0000000280,0.0000000290,0.0000000001,3.76%
2025-03-03T00:32:58.737Z,BUY,PEPEBILL,ARz8DsGeygHTLdrtDSCPsPw1YcgRzUXhoQFQWVjjpump,0.050000,0.0000000289,0.0000000000,0.0000000000,0.00%
2025-03-03T00:33:08.730Z,SELL,Offical Geeked Doge,undefined,0.050000,0.0000000280,0.0000000281,0.0000000000,0.49%
2025-03-03T00:33:09.924Z,SELL,Oscar,undefined,0.050000,0.0000000298,0.0000000298,0.0000000000,0.00%
2025-03-03T00:33:11.118Z,BUY,BLUE PILL OR PUMP FUN PILL?,9ThzVnr9pny4jYzvHYJfYhGH6hw7P7Vdk1UVE7CPpump,0.050000,0.0000000286,0.0000000000,0.0000000000,0.00%
2025-03-03T00:33:11.474Z,BUY,freg,6SyM1Vya4RrsED84WoMM4dYEXGh16v5LkXwXSdzgpump,0.050000,0.0000000287,0.0000000000,0.0000000000,0.00%
2025-03-03T00:33:15.856Z,BUY,cat wif pump,Dj9kQwhYtxHtt4VR3B2TVg9uoaTmp6VjpfUzLSPJpump,0.050000,0.0000000283,0.0000000000,0.0000000000,0.00%
2025-03-03T00:33:18.467Z,SELL,Retarded Nigga Coin,undefined,0.050000,0.0000000299,0.0000000301,0.0000000000,0.94%
2025-03-03T00:33:22.368Z,BUY,why are you gay?,9QYGoMUjEP4pw16nRGnQkV6Jh9tf9C5N9X1yAEeX16Yy,0.050000,0.0000000299,0.0000000000,0.0000000000,0.00%
2025-03-03T00:33:23.839Z,SELL,Baby the Deer,undefined,0.050000,0.0000000298,0.0000000298,0.0000000000,0.00%
2025-03-03T00:33:28.701Z,BUY,Ethereum On Solana,4i61FaBZDkXvzkLrTPqB8y6ZaSPgM5cCab8isgNTpump,0.050000,0.0000000293,0.0000000000,0.0000000000,0.00%
2025-03-03T00:33:28.740Z,SELL,PEPEBILL,undefined,0.050000,0.0000000289,0.0000000307,0.0000000001,6.07%
2025-03-03T00:33:41.122Z,SELL,BLUE PILL OR PUMP FUN PILL?,undefined,0.050000,0.0000000286,0.0000000287,0.0000000000,0.35%
2025-03-03T00:33:41.476Z,SELL,freg,undefined,0.050000,0.0000000287,0.0000000288,0.0000000000,0.59%
